article_no,gender,category,price,new_size,brand
851568,unisex,uv-bad,89,50,Leksaker
851568,unisex,uv-bad,89,52,Leksaker
851568,unisex,uv-bad,89,54,Leksaker
851568,unisex,uv-bad,89,56,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,Na,Leksaker
864962,unisex,uv-bad,259,98,Leksaker
889304,unisex,uv-bad,139,S,Leksaker
852928,unisex,uv-bad,209,5-6Y,Leksaker
852928,unisex,uv-bad,209,7-8Y,Leksaker
861910,unisex,uv-bad,209,0-1Y,Leksaker
861910,unisex,uv-bad,209,1-2Y,Leksaker
853004,unisex,uv-bad,239,4-5Y,Leksaker
853004,unisex,uv-bad,239,5-6Y,Leksaker
853004,unisex,uv-bad,239,6-7Y,Leksaker
853004,unisex,uv-bad,239,7-8Y,Leksaker
853004,unisex,uv-bad,239,8-9Y,Leksaker
853004,unisex,uv-bad,239,10-11Y,Leksaker
894700,unisex,uv-bad,269,98-104,Leksaker
692667,unisex,uv-bad,89,3-6M,Leksaker
692667,unisex,uv-bad,89,6-12M,Leksaker
692667,unisex,uv-bad,89,12-18M,Leksaker
851823,unisex,uv-bad,89,74-80,Leksaker
851823,unisex,uv-bad,89,86-92,Leksaker
851823,unisex,uv-bad,89,98-104,Leksaker
738101,unisex,uv-bad,149,90,Leksaker
738101,unisex,uv-bad,149,Na,Leksaker
738101,unisex,uv-bad,149,Na,Leksaker
738101,unisex,uv-bad,149,Na,Leksaker
738101,unisex,uv-bad,149,Na,Leksaker
738101,unisex,uv-bad,149,Na,Leksaker
850259,unisex,uv-bad,79,S,Leksaker
850259,unisex,uv-bad,79,M,Leksaker
850259,unisex,uv-bad,79,L,Leksaker
830382,unisex,uv-bad,179,3-4Y,Leksaker
851552,unisex,uv-bad,89,98-104,Leksaker
851552,unisex,uv-bad,89,110-116,Leksaker
851552,unisex,uv-bad,89,122-128,Leksaker
851552,unisex,uv-bad,89,134-140,Leksaker
852921,unisex,uv-bad,209,5-6Y,Leksaker
852921,unisex,uv-bad,209,6-7Y,Leksaker
852921,unisex,uv-bad,209,7-8Y,Leksaker
852921,unisex,uv-bad,209,8-9Y,Leksaker
852921,unisex,uv-bad,209,10-11Y,Leksaker
852916,unisex,uv-bad,229,7-8Y,Leksaker
852916,unisex,uv-bad,229,8-9Y,Leksaker
852916,unisex,uv-bad,229,10-11Y,Leksaker
651983,unisex,uv-bad,269,74-80,Leksaker
651983,unisex,uv-bad,269,86-92,Leksaker
651983,unisex,uv-bad,269,98-104,Leksaker
651983,unisex,uv-bad,269,110-116,Leksaker
651983,unisex,uv-bad,269,122-128,Leksaker
651983,unisex,uv-bad,269,134-140,Leksaker
651983,unisex,uv-bad,269,146-152,Leksaker
852208,unisex,uv-bad,159,110-116,Leksaker
852208,unisex,uv-bad,159,122-128,Leksaker
852208,unisex,uv-bad,159,134-140,Leksaker
877144,unisex,uv-bad,299,62-68,Leksaker
877144,unisex,uv-bad,299,74-80,Leksaker
877144,unisex,uv-bad,299,86-92,Leksaker
877144,unisex,uv-bad,299,98-104,Leksaker
869764,unisex,uv-bad,239,68,Leksaker
869764,unisex,uv-bad,239,74,Leksaker
828484,unisex,uv-bad,129,Na,Leksaker
828484,unisex,uv-bad,129,Na,Leksaker
828484,unisex,uv-bad,129,Na,Leksaker
828484,unisex,uv-bad,129,Na,Leksaker
828484,unisex,uv-bad,129,Na,Leksaker
828484,unisex,uv-bad,129,92,Leksaker
10009687,unisex,uv-bad,159,Na,Leksaker
10009687,unisex,uv-bad,159,Na,Leksaker
10009687,unisex,uv-bad,159,Na,Leksaker
889308,unisex,uv-bad,139,S,Leksaker
833615,unisex,uv-bad,209,2-3Y,Leksaker
833615,unisex,uv-bad,209,3-4Y,Leksaker
833615,unisex,uv-bad,209,4-5Y,Leksaker
833615,unisex,uv-bad,209,5-6Y,Leksaker
833615,unisex,uv-bad,209,7-8Y,Leksaker
833615,unisex,uv-bad,209,74,Leksaker
833615,unisex,uv-bad,209,80,Leksaker
833615,unisex,uv-bad,209,86,Leksaker
865929,unisex,uv-bad,139,XXS,Leksaker
865929,unisex,uv-bad,139,XS,Leksaker
865929,unisex,uv-bad,139,S,Leksaker
865929,unisex,uv-bad,139,M,Leksaker
851529,unisex,uv-bad,119,98-104,Leksaker
851529,unisex,uv-bad,119,110-116,Leksaker
851529,unisex,uv-bad,119,122-128,Leksaker
851529,unisex,uv-bad,119,134-140,Leksaker
851772,unisex,uv-bad,89,62-68,Leksaker
851772,unisex,uv-bad,89,74-80,Leksaker
851772,unisex,uv-bad,89,86-92,Leksaker
745205,unisex,uv-bad,149,XS,Leksaker
745205,unisex,uv-bad,149,S,Leksaker
745205,unisex,uv-bad,149,M,Leksaker
865953,unisex,uv-bad,189,XXS,Leksaker
865953,unisex,uv-bad,189,XS,Leksaker
865953,unisex,uv-bad,189,S,Leksaker
865953,unisex,uv-bad,189,M,Leksaker
844940,unisex,uv-bad,309,80,Leksaker
844940,unisex,uv-bad,309,86,Leksaker
844940,unisex,uv-bad,309,92,Leksaker
844940,unisex,uv-bad,309,98,Leksaker
844940,unisex,uv-bad,309,Na,Leksaker
844940,unisex,uv-bad,309,Na,Leksaker
844940,unisex,uv-bad,309,Na,Leksaker
851537,unisex,uv-bad,179,74-80,Leksaker
851537,unisex,uv-bad,179,86-92,Leksaker
851537,unisex,uv-bad,179,98-104,Leksaker
851537,unisex,uv-bad,179,110-116,Leksaker
851537,unisex,uv-bad,179,122-128,Leksaker
850544,unisex,uv-bad,189,146-152,Leksaker
851795,unisex,uv-bad,119,98-104,Leksaker
851795,unisex,uv-bad,119,122-128,Leksaker
651969,unisex,uv-bad,269,74-80,Leksaker
651969,unisex,uv-bad,269,86-92,Leksaker
651969,unisex,uv-bad,269,98-104,Leksaker
651969,unisex,uv-bad,269,110-116,Leksaker
651969,unisex,uv-bad,269,122-128,Leksaker
651969,unisex,uv-bad,269,134-140,Leksaker
651969,unisex,uv-bad,269,146-152,Leksaker
723866,unisex,uv-bad,189,86-92,Leksaker
723866,unisex,uv-bad,189,98-104,Leksaker
723866,unisex,uv-bad,189,110-116,Leksaker
723866,unisex,uv-bad,189,122-128,Leksaker
850245,unisex,uv-bad,249,98-104,Leksaker
850245,unisex,uv-bad,249,110-116,Leksaker
850245,unisex,uv-bad,249,122-128,Leksaker
862786,unisex,uv-bad,89,56-62,Leksaker
862786,unisex,uv-bad,89,68-74,Leksaker
862786,unisex,uv-bad,89,80-86,Leksaker
854221,unisex,uv-bad,239,80-90,Leksaker
854221,unisex,uv-bad,239,100-110,Leksaker
861990,unisex,uv-bad,209,0-2Y,Leksaker
861990,unisex,uv-bad,209,2-8Y,Leksaker
851547,unisex,uv-bad,119,74-80,Leksaker
851547,unisex,uv-bad,119,86-92,Leksaker
851547,unisex,uv-bad,119,98-104,Leksaker
851547,unisex,uv-bad,119,110-116,Leksaker
851547,unisex,uv-bad,119,122-128,Leksaker
718912,unisex,uv-bad,99,110-116,Leksaker
718912,unisex,uv-bad,99,122-128,Leksaker
